loan_id,customer_id,loan_type,loan_amount,interest_rate,emi,status,is_active
L01821,C01478,Home Loan,1872726,10.98,44782,Active,1
L01822,C01898,Gold Loan,4581906,9.2,57876,Active,1
L01823,C00580,Personal Loan,4201603,8.63,5373,Active,1
L01824,C00282,Home Loan,2304727,12.47,55967,Active,1
L01825,C00804,Home Loan,489620,11.83,8530,Closed,0
L01826,C00459,Gold Loan,1240774,13.75,3004,Closed,0
L01827,C01251,Education Loan,4264486,11.49,46407,Active,1
L01828,C01666,Gold Loan,4581591,7.62,22221,Active,1
L01829,C01303,Car Loan,1061674,11.98,43568,Closed,0
L01830,C01409,Gold Loan,1074792,11.37,40422,Closed,0
L01831,C01934,Business Loan,4557417,13.08,34818,Closed,0
L01832,C00495,Home Loan,940076,11.16,45956,Active,1
L01833,C00222,Car Loan,2368259,12.61,16697,Active,1
L01834,C01667,Education Loan,3790240,14.0,8135,Closed,0
L01835,C00225,Home Loan,2580390,11.72,56321,Active,1
L01836,C01670,Home Loan,3459398,8.84,25802,Closed,0
L01837,C01951,Personal Loan,299047,11.41,43380,Active,1
L01838,C01295,Personal Loan,4200555,8.33,53245,Closed,0
L01839,C00298,Gold Loan,4773736,13.81,42970,Closed,0
L01840,C00268,Car Loan,1109249,7.36,44789,Closed,0
L01841,C00776,Car Loan,3506260,11.81,33429,Active,1
L01842,C01803,Education Loan,3780222,13.62,7701,Active,1
L01843,C00951,Business Loan,2656419,12.63,49209,Active,1
L01844,C00199,Personal Loan,232334,9.44,40783,Closed,0
L01845,C00268,Car Loan,1745685,8.74,51969,Active,1
L01846,C00634,Gold Loan,4943132,10.18,5851,Closed,0
L01847,C01368,Personal Loan,187116,9.77,30874,Closed,0
L01848,C01975,Business Loan,3715179,12.79,40641,Active,1
L01849,C01930,Home Loan,1194829,12.73,12239,Closed,0
L01850,C00592,Home Loan,2299019,7.1,29434,Active,1
L01851,C00878,Education Loan,4411014,11.6,23951,Active,1
L01852,C00206,Car Loan,3672144,12.24,11519,Active,1
L01853,C00702,Business Loan,2246964,10.63,43823,Active,1
L01854,C00835,Home Loan,2486201,9.33,45263,Active,1
L01855,C01447,Education Loan,4657768,7.45,34048,Active,1
L01856,C00700,Gold Loan,3694937,9.11,53845,Closed,0
L01857,C01387,Home Loan,4107886,8.02,11116,Active,1
L01858,C00820,Business Loan,4355268,7.67,56974,Active,1
L01859,C00457,Car Loan,3064345,8.58,38679,Closed,0
L01860,C01676,Personal Loan,225466,11.28,12064,Closed,0
L01861,C01232,Education Loan,4286925,10.57,15925,Active,1
L01862,C00242,Home Loan,1528920,13.37,6273,Closed,0
L01863,C01409,Personal Loan,413118,11.5,29220,Closed,0
L01864,C00693,Business Loan,4442232,7.07,15393,Closed,0
L01865,C00524,Home Loan,2907960,10.76,26472,Closed,0
L01866,C00731,Gold Loan,3108471,7.55,56436,Closed,0
L01867,C01530,Car Loan,2094266,12.43,53498,Closed,0
L01868,C01932,Home Loan,2156316,13.92,22441,Closed,0
L01869,C01776,Gold Loan,4775280,12.12,55069,Active,1
L01870,C01547,Gold Loan,196749,11.15,21351,Closed,0
L01871,C00749,Car Loan,778664,8.28,37491,Active,1
L01872,C00149,Home Loan,3847742,13.22,40376,Closed,0
L01873,C01903,Business Loan,2515580,13.33,11609,Active,1
L01874,C01720,Business Loan,2034674,7.98,44656,Closed,0
L01875,C01367,Business Loan,3900777,13.93,22392,Active,1
L01876,C00898,Business Loan,3492130,12.19,3230,Closed,0
L01877,C01260,Car Loan,2911189,7.16,54841,Closed,0
L01878,C01992,Education Loan,4508210,11.57,27892,Closed,0
L01879,C00138,Education Loan,1704540,10.82,57517,Active,1
L01880,C01037,Gold Loan,582625,7.09,50258,Closed,0
L01881,C01475,Business Loan,1398961,9.43,13757,Active,1
L01882,C00247,Business Loan,2418444,9.67,19032,Active,1
L01883,C01970,Home Loan,3691209,13.85,27641,Closed,0
L01884,C01698,Car Loan,3323184,8.56,44216,Closed,0
L01885,C01778,Personal Loan,53841,7.34,47561,Closed,0
L01886,C01681,Gold Loan,1671995,8.42,41073,Active,1
L01887,C00162,Car Loan,3375532,12.75,3832,Closed,0
L01888,C01365,Gold Loan,3113142,12.86,52594,Closed,0
L01889,C01471,Education Loan,4805904,9.0,9013,Closed,0
L01890,C01909,Education Loan,3766458,13.98,25295,Active,1
L01891,C01414,Business Loan,1687224,12.05,57658,Closed,0
L01892,C01663,Personal Loan,3141599,12.28,32964,Closed,0
L01893,C01434,Home Loan,3346961,7.86,56688,Closed,0
L01894,C01885,Car Loan,3541093,11.81,52234,Closed,0
L01895,C01848,Education Loan,3422189,9.17,29047,Active,1
L01896,C00499,Education Loan,3049478,9.38,28692,Active,1
L01897,C00917,Home Loan,756599,7.39,40378,Closed,0
L01898,C00942,Business Loan,3322764,11.19,43357,Active,1
L01899,C00575,Business Loan,3461453,13.5,17850,Closed,0
L01900,C00581,Personal Loan,3599179,11.2,14281,Closed,0
L01901,C00172,Car Loan,3535988,8.3,37525,Active,1
L01902,C01018,Business Loan,2435990,10.11,44343,Closed,0
L01903,C00142,Education Loan,1860367,8.56,19206,Closed,0
L01904,C01515,Home Loan,1021169,7.37,33787,Closed,0
L01905,C00979,Education Loan,428497,9.57,21530,Closed,0
L01906,C00075,Personal Loan,2803383,13.52,58024,Active,1
L01907,C00877,Gold Loan,3091238,13.44,43040,Active,1
L01908,C01286,Gold Loan,3344730,7.76,58447,Closed,0
L01909,C00783,Car Loan,4699168,12.52,35375,Closed,0
L01910,C00013,Business Loan,3161726,12.99,28640,Closed,0
L01911,C00879,Home Loan,1758867,12.96,16284,Active,1
L01912,C01806,Car Loan,1142832,10.76,31248,Closed,0
L01913,C00366,Personal Loan,4238640,7.69,43741,Active,1
L01914,C00179,Education Loan,1926610,9.87,52006,Closed,0
L01915,C00892,Education Loan,3883989,8.62,42806,Active,1
L01916,C00774,Gold Loan,421444,13.52,13404,Closed,0
L01917,C01394,Education Loan,1418100,13.49,46664,Active,1
L01918,C00847,Car Loan,3793704,9.88,19963,Closed,0
L01919,C01431,Education Loan,3499745,9.47,55543,Closed,0
L01920,C01288,Home Loan,3545316,8.79,13251,Active,1
L01921,C00809,Home Loan,1116864,12.72,19737,Closed,0
L01922,C01669,Car Loan,3812993,8.22,48162,Closed,0
L01923,C01218,Home Loan,3870200,10.01,38259,Active,1
L01924,C00866,Home Loan,2577094,12.6,44702,Active,1
L01925,C00053,Business Loan,2903778,13.43,34347,Active,1
L01926,C01974,Business Loan,2098974,8.43,44799,Active,1
L01927,C01006,Home Loan,1904650,11.42,52068,Active,1
L01928,C00719,Education Loan,3554168,13.79,3620,Closed,0
L01929,C00396,Personal Loan,387881,10.73,24508,Active,1
L01930,C01228,Business Loan,1721444,10.8,28262,Active,1
L01931,C00814,Business Loan,3427226,11.83,23157,Closed,0
L01932,C00854,Gold Loan,4848295,7.61,5812,Active,1
L01933,C00028,Business Loan,4985089,10.09,26493,Closed,0
L01934,C00437,Business Loan,287085,13.53,6603,Closed,0
L01935,C01577,Car Loan,869306,13.52,7874,Closed,0
L01936,C00832,Gold Loan,869539,8.41,3234,Closed,0
L01937,C00412,Car Loan,2433170,10.68,15702,Closed,0
L01938,C00181,Gold Loan,158019,9.04,36746,Active,1
L01939,C01055,Business Loan,101088,9.2,45761,Closed,0
L01940,C01833,Car Loan,4937826,10.66,49633,Closed,0
L01941,C00738,Business Loan,2173043,12.47,58679,Active,1
L01942,C00347,Car Loan,4998297,8.71,33133,Active,1
L01943,C01694,Personal Loan,4566951,11.2,52693,Active,1
L01944,C00939,Business Loan,1978878,9.37,21433,Closed,0
L01945,C01406,Car Loan,2874045,12.51,38482,Active,1
L01946,C00701,Gold Loan,3721298,13.35,16254,Active,1
L01947,C01970,Home Loan,2754349,7.93,7911,Closed,0
L01948,C01434,Car Loan,3784703,11.48,14169,Closed,0
L01949,C00754,Gold Loan,3420983,9.97,31479,Active,1
L01950,C00097,Car Loan,977024,7.97,8491,Closed,0
L01951,C00401,Education Loan,4960553,10.05,8849,Closed,0
L01952,C00497,Personal Loan,1716486,13.96,39692,Closed,0
L01953,C00811,Business Loan,2146227,9.76,53074,Closed,0
L01954,C00917,Home Loan,552950,12.55,24577,Active,1
L01955,C01724,Gold Loan,2083555,8.89,10829,Closed,0
L01956,C00315,Business Loan,1536509,8.41,24084,Closed,0
L01957,C00378,Home Loan,2051669,8.83,15737,Active,1
L01958,C00758,Education Loan,791853,12.42,14339,Active,1
L01959,C01822,Car Loan,4138651,9.17,11439,Active,1
L01960,C00449,Gold Loan,4536256,9.97,27896,Active,1
L01961,C01087,Business Loan,3831880,12.37,54641,Closed,0
L01962,C00069,Personal Loan,2166370,9.59,23293,Closed,0
L01963,C01804,Personal Loan,1049865,11.73,6283,Closed,0
L01964,C00816,Gold Loan,4953551,11.91,34301,Active,1
L01965,C00031,Gold Loan,4891497,9.7,38988,Closed,0
L01966,C00953,Car Loan,2263654,8.59,24161,Active,1
L01967,C00569,Car Loan,4183940,13.44,29639,Active,1
L01968,C01926,Car Loan,3621036,8.45,28514,Active,1
L01969,C00836,Gold Loan,730336,7.12,48636,Active,1
L01970,C01729,Personal Loan,1422642,8.49,14784,Active,1
L01971,C00045,Personal Loan,3397703,10.48,31001,Closed,0
L01972,C00904,Personal Loan,379457,10.8,29940,Active,1
L01973,C00405,Car Loan,290322,8.45,51934,Closed,0
L01974,C01986,Personal Loan,418073,9.8,36267,Closed,0
L01975,C01496,Business Loan,124187,8.92,22126,Closed,0
L01976,C01667,Home Loan,693891,11.61,37432,Active,1
L01977,C01198,Personal Loan,662026,12.69,23476,Active,1
L01978,C01297,Education Loan,4207077,10.85,37609,Closed,0
L01979,C00479,Personal Loan,2267808,9.71,34619,Closed,0
L01980,C01910,Gold Loan,3398966,10.72,43353,Active,1
L01981,C00112,Home Loan,4145749,8.46,3958,Active,1
L01982,C01845,Business Loan,3849848,12.57,22047,Closed,0
L01983,C01739,Car Loan,1997899,10.55,25391,Active,1
L01984,C01075,Business Loan,1451528,9.6,32554,Active,1
L01985,C00579,Car Loan,2877467,12.47,19627,Active,1
L01986,C01143,Personal Loan,3130487,11.44,38346,Closed,0
L01987,C01288,Car Loan,1492437,7.68,41103,Closed,0
L01988,C00479,Business Loan,425789,9.44,21448,Closed,0
L01989,C01725,Business Loan,2264508,12.21,41670,Active,1
L01990,C00014,Home Loan,4420772,12.32,30890,Active,1
L01991,C01865,Business Loan,290391,12.4,33719,Closed,0
L01992,C01620,Gold Loan,1896273,14.0,18029,Closed,0
L01993,C01570,Education Loan,3836917,12.34,30766,Active,1
L01994,C01960,Home Loan,2164908,8.27,5609,Active,1
L01995,C01234,Education Loan,2864633,9.04,57151,Closed,0
L01996,C01295,Personal Loan,1863710,12.48,36679,Active,1
L01997,C01874,Gold Loan,3129936,8.52,29934,Active,1
L01998,C00516,Education Loan,717188,13.55,48137,Closed,0
L01999,C01015,Business Loan,391631,8.8,56392,Closed,0
L02000,C01336,Gold Loan,4698084,7.43,44300,Closed,0
L02001,C00513,Car Loan,1150035,11.1,27290,Active,1
L02002,C01935,Car Loan,4918232,7.75,38807,Active,1
L02003,C01144,Education Loan,2221783,9.28,14331,Active,1
L02004,C01333,Business Loan,4857387,8.42,53773,Active,1
L02005,C00710,Business Loan,4080783,9.72,37114,Closed,0
L02006,C01654,Business Loan,2205742,12.62,7293,Closed,0
L02007,C01732,Home Loan,3272667,9.26,35645,Active,1
L02008,C00533,Home Loan,4235669,13.3,47278,Closed,0
L02009,C01563,Car Loan,1043007,7.21,29290,Closed,0
L02010,C00398,Personal Loan,3502447,13.33,58304,Closed,0
L02011,C00867,Personal Loan,317409,8.26,53322,Closed,0
L02012,C01859,Gold Loan,4184840,10.8,30167,Closed,0
L02013,C01736,Personal Loan,2861999,10.36,28136,Closed,0
L02014,C00801,Education Loan,1840477,9.99,54046,Active,1
L02015,C00449,Personal Loan,859145,7.78,47324,Active,1
L02016,C00568,Car Loan,4762060,10.01,26458,Closed,0
L02017,C00989,Business Loan,4898398,13.7,59207,Closed,0
L02018,C01842,Car Loan,899699,10.81,25811,Active,1
L02019,C01225,Business Loan,3498353,10.59,48254,Active,1
L02020,C00985,Gold Loan,3564594,13.59,54746,Active,1
L02021,C01047,Personal Loan,1891006,10.39,4811,Closed,0
L02022,C01213,Education Loan,144459,13.82,15932,Active,1
L02023,C01414,Business Loan,4324768,7.14,32209,Active,1
L02024,C00312,Education Loan,1589047,7.9,15459,Closed,0
L02025,C01891,Car Loan,4582894,12.2,50068,Active,1
L02026,C00211,Education Loan,1173873,9.41,28595,Closed,0
L02027,C01928,Home Loan,4273925,9.58,10799,Closed,0
L02028,C01372,Education Loan,3754057,10.26,10812,Closed,0
L02029,C00415,Home Loan,2699906,11.31,15999,Active,1
L02030,C01217,Education Loan,1243930,11.55,33449,Closed,0
L02031,C01804,Home Loan,833710,10.63,40600,Active,1
L02032,C01160,Personal Loan,4735454,8.61,49853,Closed,0
L02033,C01583,Gold Loan,2302283,7.26,11559,Closed,0
L02034,C01314,Gold Loan,431236,11.68,17725,Closed,0
L02035,C01356,Business Loan,4598148,12.23,33445,Closed,0
L02036,C01299,Gold Loan,1831080,9.62,23013,Active,1
L02037,C01744,Business Loan,2692788,12.42,38952,Closed,0
L02038,C00326,Home Loan,2562761,11.28,26750,Closed,0
L02039,C01892,Business Loan,1553135,10.53,28469,Closed,0
L02040,C01372,Car Loan,3686288,10.16,17909,Closed,0
L02041,C00838,Business Loan,4386746,7.53,25447,Active,1
L02042,C01547,Business Loan,1141432,11.71,56500,Active,1
L02043,C01765,Personal Loan,1751078,10.42,15327,Active,1
L02044,C01974,Education Loan,2592052,12.88,37108,Active,1
L02045,C01231,Gold Loan,2560034,9.17,39833,Active,1
L02046,C01573,Personal Loan,250459,10.65,12206,Closed,0
L02047,C00479,Car Loan,4928460,7.76,11375,Active,1
L02048,C00647,Education Loan,4301702,10.0,19855,Closed,0
L02049,C01458,Business Loan,1418795,10.95,31391,Active,1
L02050,C01651,Personal Loan,155712,12.53,23521,Active,1
L02051,C01383,Business Loan,3802697,7.19,10877,Active,1
L02052,C00772,Personal Loan,2448890,9.99,52338,Closed,0
L02053,C00312,Home Loan,1107391,13.1,26117,Closed,0
L02054,C00315,Car Loan,2486292,8.53,30187,Active,1
L02055,C01717,Business Loan,1360648,12.06,5494,Closed,0
L02056,C00858,Car Loan,2234358,9.57,30168,Closed,0
L02057,C01603,Education Loan,501934,13.46,31860,Active,1
L02058,C00901,Home Loan,612975,12.78,40091,Closed,0
L02059,C01990,Gold Loan,3112409,10.39,26153,Active,1
L02060,C01861,Business Loan,4483387,13.66,11463,Closed,0
L02061,C01588,Gold Loan,3850954,10.89,48074,Active,1
L02062,C00940,Home Loan,912554,10.33,53492,Active,1
L02063,C01726,Gold Loan,4716718,9.45,48648,Closed,0
L02064,C01266,Home Loan,574990,12.02,33961,Active,1
L02065,C01027,Business Loan,4141112,12.61,55220,Active,1
L02066,C00737,Business Loan,4995810,12.52,37634,Closed,0
L02067,C00285,Personal Loan,1772895,10.27,20519,Active,1
L02068,C01032,Gold Loan,3933296,7.47,26858,Closed,0
L02069,C00162,Car Loan,3424674,13.91,14588,Active,1
L02070,C00020,Home Loan,206150,8.81,34927,Active,1
L02071,C01616,Business Loan,2494409,7.31,45969,Closed,0
L02072,C01835,Education Loan,4377757,9.37,41778,Active,1
L02073,C01659,Home Loan,1674787,13.31,3270,Closed,0
L02074,C01921,Home Loan,2588303,9.96,16451,Active,1
L02075,C00111,Personal Loan,3907803,11.43,14360,Active,1
L02076,C00965,Business Loan,1678195,10.12,45523,Closed,0
L02077,C00283,Personal Loan,978306,12.07,21026,Closed,0
L02078,C00009,Home Loan,1271620,9.76,4179,Closed,0
L02079,C01809,Education Loan,1366168,13.99,11441,Closed,0
L02080,C00795,Business Loan,1412061,13.26,28409,Active,1
L02081,C00107,Home Loan,1997034,9.02,59925,Active,1
L02082,C00516,Gold Loan,4323494,12.73,31648,Active,1
L02083,C00064,Personal Loan,4248700,9.76,11585,Active,1
L02084,C00167,Business Loan,199604,8.41,41540,Closed,0
L02085,C01409,Business Loan,4607091,9.31,26902,Active,1
L02086,C00393,Gold Loan,2978863,13.48,15234,Closed,0
L02087,C00512,Education Loan,2414422,10.13,37292,Active,1
L02088,C00609,Car Loan,1094931,11.25,35660,Active,1
L02089,C01483,Personal Loan,1839729,10.98,54649,Closed,0
L02090,C00305,Personal Loan,1141582,10.88,13338,Active,1
L02091,C01268,Personal Loan,3887197,9.24,9073,Active,1
L02092,C01806,Business Loan,4011716,7.35,23899,Closed,0
L02093,C01651,Car Loan,275512,12.58,24984,Closed,0
L02094,C00996,Car Loan,3001823,8.35,22330,Active,1
L02095,C01887,Personal Loan,3581736,13.91,43604,Active,1
L02096,C01664,Education Loan,336989,12.58,13364,Closed,0
L02097,C01196,Business Loan,1033904,8.94,9891,Active,1
L02098,C01414,Education Loan,872526,10.3,39110,Closed,0
L02099,C01054,Business Loan,3579142,10.47,26348,Active,1
L02100,C01410,Education Loan,136493,7.0,57629,Closed,0
L02101,C01538,Car Loan,2917534,10.49,21478,Active,1
L02102,C01017,Car Loan,1981391,10.26,32802,Active,1
L02103,C00341,Education Loan,4877584,13.12,16180,Closed,0
L02104,C00302,Car Loan,2669929,8.92,34215,Active,1
L02105,C00335,Personal Loan,3218116,13.35,23609,Active,1
L02106,C00595,Gold Loan,2081165,9.91,13629,Active,1
L02107,C00124,Business Loan,858642,12.44,25670,Closed,0
L02108,C00483,Car Loan,478709,7.94,34750,Active,1
L02109,C01041,Business Loan,3024881,8.65,54412,Closed,0
L02110,C00046,Education Loan,2230845,7.25,16455,Closed,0
L02111,C00552,Business Loan,4871207,9.74,35752,Active,1
L02112,C00878,Personal Loan,4162702,9.66,11280,Closed,0
L02113,C00815,Home Loan,102718,9.32,40451,Active,1
L02114,C00229,Business Loan,243005,9.06,22668,Closed,0
L02115,C01248,Car Loan,265182,9.29,55253,Closed,0
L02116,C01607,Home Loan,2847130,11.1,42653,Active,1
L02117,C00838,Home Loan,2084463,13.54,30513,Active,1
L02118,C00945,Home Loan,3281668,7.53,46043,Closed,0
L02119,C00082,Home Loan,880964,10.4,9874,Closed,0
L02120,C00502,Education Loan,1302349,10.89,9296,Closed,0
L02121,C00990,Gold Loan,2248561,7.04,43317,Closed,0
L02122,C00970,Business Loan,3752868,9.54,16907,Active,1
L02123,C01605,Gold Loan,1035533,9.54,59263,Closed,0
L02124,C00661,Gold Loan,587574,9.95,17061,Active,1
L02125,C01413,Gold Loan,4994282,10.7,37048,Active,1
L02126,C00791,Education Loan,63267,7.28,32826,Closed,0
L02127,C01738,Home Loan,4681760,10.84,39139,Active,1
L02128,C01576,Business Loan,4170430,12.11,35082,Active,1
L02129,C01204,Gold Loan,4595739,10.83,56934,Active,1
L02130,C01299,Gold Loan,1672179,7.36,31779,Closed,0
L02131,C01421,Car Loan,4020862,12.8,29663,Active,1
L02132,C00778,Car Loan,4699263,8.77,51711,Active,1
L02133,C01712,Home Loan,360501,12.13,43632,Active,1
L02134,C01909,Personal Loan,1426552,7.15,22156,Closed,0
L02135,C00365,Home Loan,3573609,11.56,34988,Active,1
L02136,C01262,Business Loan,2066602,9.92,8563,Closed,0
L02137,C01462,Home Loan,292994,8.27,35973,Active,1
L02138,C01223,Education Loan,1738178,12.05,36484,Active,1
L02139,C00362,Education Loan,2667395,12.3,45894,Active,1
L02140,C01707,Business Loan,507522,8.62,25707,Active,1
L02141,C01287,Personal Loan,1474043,12.2,23671,Active,1
L02142,C01434,Education Loan,3931746,8.22,45293,Active,1
L02143,C00707,Education Loan,4506410,8.38,18342,Closed,0
L02144,C01088,Home Loan,1119080,8.56,24324,Active,1
L02145,C00305,Car Loan,1210906,9.98,5671,Active,1
L02146,C01301,Home Loan,4575178,11.47,15133,Active,1
L02147,C01879,Home Loan,4077886,8.49,37490,Active,1
L02148,C01914,Home Loan,1239265,8.17,11926,Closed,0
L02149,C01282,Personal Loan,3533893,9.45,11365,Active,1
L02150,C00124,Home Loan,316227,10.1,44859,Closed,0
L02151,C00682,Personal Loan,445128,12.08,49129,Active,1
L02152,C00071,Business Loan,4887081,7.56,42830,Closed,0
L02153,C00240,Car Loan,4281623,7.2,55658,Closed,0
L02154,C01286,Home Loan,748868,13.8,7142,Closed,0
L02155,C00048,Gold Loan,2589916,7.75,57151,Active,1
L02156,C01486,Car Loan,549939,12.87,10440,Active,1
L02157,C01855,Business Loan,3872007,12.44,24725,Active,1
L02158,C01068,Personal Loan,3365843,10.27,5722,Active,1
L02159,C01160,Home Loan,4991110,10.4,39550,Active,1
L02160,C00899,Business Loan,4994159,7.66,42659,Active,1
L02161,C01010,Home Loan,832210,7.22,27240,Active,1
L02162,C00621,Home Loan,2195979,9.67,38263,Active,1
L02163,C01614,Education Loan,2718097,12.26,7208,Active,1
L02164,C01160,Car Loan,4710219,8.59,22388,Active,1
L02165,C00695,Business Loan,598806,12.72,33642,Closed,0
L02166,C01794,Personal Loan,3548278,12.22,22737,Closed,0
L02167,C01258,Business Loan,519447,9.48,53137,Active,1
L02168,C01399,Personal Loan,2632575,10.34,3885,Active,1
L02169,C01831,Education Loan,4669225,8.35,50919,Closed,0
L02170,C00393,Gold Loan,3213679,13.51,20703,Active,1
L02171,C01292,Gold Loan,3146228,10.69,24665,Active,1
L02172,C00206,Business Loan,3163061,9.45,34139,Active,1
L02173,C00965,Home Loan,3762030,12.91,26648,Closed,0
L02174,C00873,Education Loan,1155504,13.9,33270,Active,1
L02175,C00120,Gold Loan,3321071,7.72,5210,Closed,0
L02176,C00354,Home Loan,2146206,7.15,16549,Closed,0
L02177,C00480,Business Loan,3325963,10.7,59319,Active,1
L02178,C00660,Business Loan,3966701,10.75,3613,Closed,0
L02179,C01907,Gold Loan,4758487,9.69,10630,Closed,0
L02180,C01239,Home Loan,570904,12.75,23815,Active,1
L02181,C00534,Gold Loan,3962031,9.29,6982,Closed,0
L02182,C00610,Business Loan,884299,8.81,23032,Active,1
L02183,C01563,Business Loan,2249134,8.96,51843,Active,1
L02184,C00819,Education Loan,1514247,9.9,17199,Closed,0
L02185,C00197,Business Loan,4431413,7.75,57031,Active,1
L02186,C01095,Personal Loan,1632189,8.96,48913,Closed,0
L02187,C01945,Home Loan,2724690,13.41,14814,Active,1
L02188,C00947,Education Loan,4000942,13.96,32744,Active,1
L02189,C00390,Car Loan,4524408,11.32,57199,Closed,0
L02190,C00241,Education Loan,245681,7.41,16436,Active,1
L02191,C00239,Personal Loan,4181939,10.51,7423,Closed,0
L02192,C01349,Business Loan,3918958,11.66,37372,Active,1
L02193,C01171,Personal Loan,540174,11.02,54055,Closed,0
L02194,C01950,Education Loan,1230895,12.73,39321,Closed,0
L02195,C00100,Home Loan,94844,12.99,15253,Closed,0
L02196,C00054,Business Loan,2330739,9.86,28177,Closed,0
L02197,C00008,Car Loan,65657,9.91,40162,Active,1
L02198,C01918,Personal Loan,3098202,12.19,51112,Active,1
L02199,C01765,Business Loan,4419504,12.38,42129,Closed,0
L02200,C00405,Education Loan,4736704,8.84,31962,Active,1
L02201,C00539,Home Loan,4928008,7.19,20579,Active,1
L02202,C00841,Gold Loan,923601,10.47,11957,Active,1
L02203,C01936,Education Loan,4832214,11.43,52888,Active,1
L02204,C00066,Business Loan,174908,9.3,17702,Active,1
L02205,C01557,Home Loan,1022187,11.73,13498,Closed,0
L02206,C00255,Business Loan,3636362,8.98,4281,Closed,0
L02207,C01082,Car Loan,2713420,7.32,16379,Active,1
L02208,C00509,Education Loan,2514173,11.97,57972,Closed,0
L02209,C00247,Car Loan,3223729,9.51,17302,Closed,0
L02210,C00203,Car Loan,310187,7.07,19819,Active,1
L02211,C01825,Business Loan,1299592,10.05,12485,Active,1
L02212,C00168,Personal Loan,338796,8.01,54690,Active,1
L02213,C01865,Car Loan,1251926,9.83,59109,Active,1
L02214,C00099,Education Loan,3619691,11.8,40523,Closed,0
L02215,C01459,Education Loan,2675939,11.76,9814,Closed,0
L02216,C01813,Business Loan,3812328,7.98,4029,Active,1
L02217,C00894,Business Loan,3961122,8.71,25460,Closed,0
L02218,C01644,Gold Loan,4938885,8.83,48632,Active,1
L02219,C01745,Gold Loan,1816204,7.84,25717,Active,1
L02220,C00226,Home Loan,4728690,7.55,35340,Active,1
L02221,C00161,Personal Loan,2817982,12.92,7648,Active,1
L02222,C01211,Gold Loan,1703448,11.85,29859,Closed,0
L02223,C01473,Home Loan,4109651,13.89,26625,Active,1
L02224,C01077,Business Loan,2062812,12.62,57660,Closed,0
L02225,C00045,Education Loan,617881,11.55,32535,Active,1
L02226,C00271,Car Loan,2913095,11.82,32540,Closed,0
L02227,C01108,Car Loan,4862437,8.37,10647,Closed,0
L02228,C01960,Business Loan,1388543,12.85,30460,Closed,0
L02229,C01947,Home Loan,4637629,13.7,20676,Closed,0
L02230,C00629,Personal Loan,2353375,7.43,36912,Closed,0
L02231,C01409,Car Loan,762223,7.4,32930,Closed,0
L02232,C00222,Education Loan,2682421,12.81,27766,Active,1
L02233,C00642,Education Loan,4930762,7.01,15758,Active,1
L02234,C01104,Education Loan,4410484,8.41,6997,Active,1
L02235,C00958,Gold Loan,1760212,10.87,47886,Closed,0
L02236,C00674,Car Loan,2007356,10.11,9917,Active,1
L02237,C00271,Education Loan,4958280,8.25,42925,Closed,0
L02238,C01328,Personal Loan,1169188,8.84,32167,Closed,0
L02239,C00185,Business Loan,1887917,9.17,38058,Closed,0
L02240,C00972,Gold Loan,3250867,7.31,17537,Active,1
L02241,C00046,Gold Loan,4523110,13.46,11626,Closed,0
L02242,C00745,Personal Loan,715524,13.43,23580,Closed,0
L02243,C00218,Business Loan,1218653,12.4,24994,Active,1
L02244,C00370,Education Loan,1030952,11.84,29375,Closed,0
L02245,C00839,Education Loan,3709659,9.5,30358,Closed,0
L02246,C01110,Car Loan,322652,8.98,44702,Active,1
L02247,C01321,Home Loan,1853747,12.78,20499,Closed,0
L02248,C00397,Education Loan,2561545,9.54,35487,Active,1
L02249,C00327,Home Loan,1407284,9.1,39194,Closed,0
L02250,C00886,Gold Loan,2573514,7.52,26052,Closed,0
L02251,C01698,Gold Loan,1192331,7.85,19255,Active,1
L02252,C01425,Business Loan,746404,8.73,27805,Active,1
L02253,C01644,Business Loan,451404,8.18,55384,Active,1
L02254,C01182,Education Loan,3682442,10.4,14563,Active,1
L02255,C01586,Home Loan,4205137,12.67,8521,Active,1
L02256,C00442,Car Loan,282470,12.69,49647,Active,1
L02257,C00387,Education Loan,3512028,10.64,59223,Closed,0
L02258,C01678,Business Loan,2466082,11.23,35412,Active,1
L02259,C00874,Education Loan,4087385,8.95,35135,Active,1
L02260,C00347,Car Loan,2832917,10.16,40505,Closed,0
L02261,C01951,Car Loan,2325762,10.96,31519,Closed,0
L02262,C00975,Personal Loan,3880379,11.81,5783,Closed,0
L02263,C00142,Gold Loan,1510073,13.3,9079,Closed,0
L02264,C01024,Home Loan,4127223,7.63,41398,Closed,0
L02265,C00557,Car Loan,1604245,11.52,39765,Active,1
L02266,C01194,Education Loan,1838343,13.58,14376,Closed,0
L02267,C01010,Home Loan,143144,9.17,41333,Closed,0
L02268,C01984,Car Loan,2324403,13.94,33763,Active,1
L02269,C00339,Home Loan,355508,10.09,8779,Closed,0
L02270,C01138,Home Loan,4552787,7.31,54895,Active,1
L02271,C00553,Personal Loan,2107215,11.33,42343,Closed,0
L02272,C01308,Education Loan,3336251,11.85,23966,Active,1
L02273,C00261,Business Loan,4813632,10.97,17550,Active,1
L02274,C01129,Education Loan,2906741,11.25,6358,Closed,0
L02275,C01029,Business Loan,2571807,13.59,41258,Closed,0
L02276,C01051,Personal Loan,2362400,9.92,22368,Active,1
